20:56:56	+3.280683E-04	+8.81550000E-05
20:56:57	+3.280586E-04	+8.81651000E-05
20:56:58	+3.280761E-04	+8.81661000E-05
20:56:59	+3.280823E-04	+8.81667000E-05
20:57:1	+3.280554E-04	+8.81659000E-05
20:57:55	+3.280783E-04	+8.81632000E-05
20:57:56	+3.280612E-04	+8.81628000E-05
20:57:57	+3.280819E-04	+8.81664000E-05
20:57:58	+3.280893E-04	+8.81628000E-05
20:57:59	+3.280748E-04	+8.81666000E-05
20:58:53	+3.281097E-04	+8.81766000E-05
20:58:55	+3.281170E-04	+8.81766000E-05
20:58:56	+3.281118E-04	+8.81756000E-05
20:58:57	+3.281286E-04	+8.81773000E-05
20:58:58	+3.281198E-04	+8.81793000E-05
20:59:52	+3.281098E-04	+8.81885000E-05
20:59:53	+3.281118E-04	+8.81970000E-05
20:59:54	+3.281226E-04	+8.81901000E-05
20:59:55	+3.281290E-04	+8.81961000E-05
20:59:57	+3.281293E-04	+8.81949000E-05
21:0:51	+3.281067E-04	+8.82024000E-05
21:0:52	+3.280926E-04	+8.82001000E-05
21:0:53	+3.281024E-04	+8.82052000E-05
21:0:54	+3.280908E-04	+8.82033000E-05
21:0:55	+3.280982E-04	+8.82045000E-05
21:1:49	+3.280803E-04	+8.82077000E-05
21:1:51	+3.280757E-04	+8.81977000E-05
21:1:52	+3.280893E-04	+8.82031000E-05
21:1:53	+3.280882E-04	+8.82063000E-05
21:1:54	+3.280822E-04	+8.82047000E-05
21:2:48	+3.280667E-04	+8.81927000E-05
21:2:49	+3.280773E-04	+8.81968000E-05
21:2:50	+3.280483E-04	+8.81908000E-05
21:2:51	+3.280540E-04	+8.81935000E-05
21:2:53	+3.280586E-04	+8.81894000E-05
21:3:47	+3.280641E-04	+8.81808000E-05
21:3:48	+3.280729E-04	+8.81863000E-05
21:3:49	+3.280677E-04	+8.81852000E-05
21:3:50	+3.280693E-04	+8.81898000E-05
21:3:51	+3.280683E-04	+8.81850000E-05
21:4:45	+3.280789E-04	+8.81810000E-05
21:4:47	+3.280921E-04	+8.81825000E-05
21:4:48	+3.280845E-04	+8.81864000E-05
21:4:49	+3.280773E-04	+8.81798000E-05
21:4:50	+3.280690E-04	+8.81760000E-05
21:5:44	+3.280904E-04	+8.81734000E-05
21:5:45	+3.280927E-04	+8.81754000E-05
21:5:46	+3.280772E-04	+8.81710000E-05
21:5:47	+3.280799E-04	+8.81687000E-05
21:5:49	+3.280693E-04	+8.81716000E-05
21:6:43	+3.281223E-04	+8.81782000E-05
21:6:44	+3.281122E-04	+8.81689000E-05
21:6:45	+3.281079E-04	+8.81734000E-05
21:6:46	+3.280978E-04	+8.81681000E-05
21:6:47	+3.280918E-04	+8.81696000E-05
21:7:41	+3.281400E-04	+8.81732000E-05
21:7:43	+3.281106E-04	+8.81751000E-05
21:7:44	+3.281223E-04	+8.81763000E-05
21:7:45	+3.281184E-04	+8.81695000E-05
21:7:46	+3.281009E-04	+8.81676000E-05
21:8:40	+3.281253E-04	+8.81664000E-05
21:8:41	+3.281375E-04	+8.81747000E-05
21:8:42	+3.281162E-04	+8.81698000E-05
21:8:44	+3.281230E-04	+8.81730000E-05
21:8:45	+3.281424E-04	+8.81754000E-05
21:9:39	+3.281646E-04	+8.81780000E-05
21:9:40	+3.281597E-04	+8.81760000E-05
21:9:41	+3.281603E-04	+8.81724000E-05
21:9:42	+3.281494E-04	+8.81797000E-05
21:9:43	+3.281576E-04	+8.81840000E-05
21:10:37	+3.281953E-04	+8.82009000E-05
21:10:39	+3.281904E-04	+8.82077000E-05
21:10:40	+3.281897E-04	+8.81977000E-05
21:10:41	+3.281972E-04	+8.81998000E-05
21:10:42	+3.282016E-04	+8.82015000E-05
21:11:36	+3.281948E-04	+8.82202000E-05
21:11:37	+3.281624E-04	+8.82139000E-05
21:11:38	+3.281860E-04	+8.82146000E-05
21:11:40	+3.281820E-04	+8.82104000E-05
21:11:41	+3.281677E-04	+8.82209000E-05
21:12:35	+3.281466E-04	+8.82207000E-05
21:12:36	+3.281291E-04	+8.82190000E-05
